indice_tiempo,clasificacion_vuelo,pasajeros,asientos,vuelos
2019-07-15,Cabotaje,52857,61554,442
2019-07-15,Internacional,41091,49914,254
2019-07-16,Cabotaje,49438,58946,419
2019-07-16,Internacional,40221,48358,250
2019-07-17,Cabotaje,48710,58735,412
2019-07-17,Internacional,39100,46257,239
2019-07-18,Cabotaje,50547,60735,427
2019-07-18,Internacional,41008,48814,250
2019-07-19,Cabotaje,50759,61704,437
2019-07-19,Internacional,40536,46864,237
2019-07-20,Cabotaje,40450,50650,366
2019-07-20,Internacional,43872,50415,247
2019-07-21,Cabotaje,43309,50619,363
2019-07-21,Internacional,44914,51470,259
2019-07-22,Cabotaje,57105,66535,475
2019-07-22,Internacional,41581,48305,243
2019-07-23,Cabotaje,50187,60706,424
2019-07-23,Internacional,40457,48160,240
2019-07-24,Cabotaje,50667,60571,421
2019-07-24,Internacional,39854,46282,239
2019-07-25,Cabotaje,51331,60443,422
2019-07-25,Internacional,41795,48404,248
2019-07-26,Cabotaje,52542,62730,444
2019-07-26,Internacional,39230,46828,240
2019-07-27,Cabotaje,50400,59446,415
2019-07-27,Internacional,42863,50760,252
2019-07-28,Cabotaje,51128,60079,417
2019-07-28,Internacional,43244,50865,262
2019-07-29,Cabotaje,52502,62041,441
2019-07-29,Internacional,40702,49742,248
2019-07-30,Cabotaje,49533,59235,419
2019-07-30,Internacional,36574,43917,227
2019-07-31,Cabotaje,49338,59920,421
2019-07-31,Internacional,39788,47014,243
2019-08-01,Cabotaje,50780,60857,425
2019-08-01,Internacional,42190,49976,256
2019-08-02,Cabotaje,50180,61244,436
2019-08-02,Internacional,38371,45789,234
2019-08-03,Cabotaje,48918,59962,433
2019-08-03,Internacional,41778,49032,243
2019-08-04,Cabotaje,47891,58866,411
2019-08-04,Internacional,43039,49437,254
2019-08-05,Cabotaje,48211,60599,438
2019-08-05,Internacional,41045,48945,242
2019-08-06,Cabotaje,44222,56553,396
2019-08-06,Internacional,35962,44733,230
2019-08-07,Cabotaje,45032,57227,408
2019-08-07,Internacional,35895,44113,224
2019-08-08,Cabotaje,48760,59211,424
2019-08-08,Internacional,37698,47156,239
2019-08-09,Cabotaje,49116,59952,426
2019-08-09,Internacional,37753,46260,235
2019-08-10,Cabotaje,46449,58591,416
2019-08-10,Internacional,39435,47837,241
2019-08-11,Cabotaje,44416,55718,386
2019-08-11,Internacional,42225,49712,255
2019-08-12,Cabotaje,48085,59968,429
2019-08-12,Internacional,38865,46787,234
2019-08-13,Cabotaje,41758,54084,382
2019-08-13,Internacional,35866,44866,231
2019-08-14,Cabotaje,46517,55774,399
2019-08-14,Internacional,36520,44535,228
2019-08-15,Cabotaje,52026,60032,422
2019-08-15,Internacional,38865,47122,241
2019-08-16,Cabotaje,51150,59209,428
2019-08-16,Internacional,37812,45330,231
2019-08-17,Cabotaje,47311,55451,394
2019-08-17,Internacional,38640,45805,228
2019-08-18,Cabotaje,46245,57228,397
2019-08-18,Internacional,41694,48741,250
2019-08-19,Cabotaje,49105,59092,427
2019-08-19,Internacional,38466,46292,235
2019-08-20,Cabotaje,48445,57284,416
2019-08-20,Internacional,36050,43576,222
2019-08-21,Cabotaje,46664,56546,402
2019-08-21,Internacional,35265,42964,220
2019-08-22,Cabotaje,48868,59229,424
2019-08-22,Internacional,36096,46133,235
2019-08-23,Cabotaje,50226,59548,426
2019-08-23,Internacional,36061,44318,232
2019-08-24,Cabotaje,46519,57697,409
2019-08-24,Internacional,38033,46597,234
2019-08-25,Cabotaje,46492,57166,394
2019-08-25,Internacional,41455,49196,250
2019-08-26,Cabotaje,47375,59365,427
2019-08-26,Internacional,38262,47188,235
2019-08-27,Cabotaje,42329,54512,390
2019-08-27,Internacional,33783,43431,224
2019-08-28,Cabotaje,44325,55249,396
2019-08-28,Internacional,33210,41910,216
2019-08-29,Cabotaje,46748,57353,410
2019-08-29,Internacional,36366,46925,241
2019-08-30,Cabotaje,48348,59068,425
2019-08-30,Internacional,36238,45629,234
2019-08-31,Cabotaje,45690,57406,408
2019-08-31,Internacional,36517,46677,232
2019-09-01,Cabotaje,43522,53370,380
2019-09-01,Internacional,38986,47497,243
2019-09-02,Cabotaje,44418,55472,400
2019-09-02,Internacional,37210,47269,237
2019-09-03,Cabotaje,42065,53198,378
2019-09-03,Internacional,33072,42948,219
2019-09-04,Cabotaje,41242,52638,376
2019-09-04,Internacional,32920,41807,220
2019-09-05,Cabotaje,45490,55422,400
2019-09-05,Internacional,35842,45675,236
2019-09-06,Cabotaje,47566,57146,416
2019-09-06,Internacional,35813,43542,225
2019-09-07,Cabotaje,45248,55950,398
2019-09-07,Internacional,37607,46862,232
2019-09-08,Cabotaje,43211,52362,366
2019-09-08,Internacional,40536,47995,247
2019-09-09,Cabotaje,45866,55784,403
2019-09-09,Internacional,38066,46121,235
2019-09-10,Cabotaje,43379,53672,384
2019-09-10,Internacional,35101,43390,224
2019-09-11,Cabotaje,46455,55151,391
2019-09-11,Internacional,33822,40648,214
2019-09-12,Cabotaje,46629,55414,402
2019-09-12,Internacional,37183,44418,228
2019-09-13,Cabotaje,48938,57730,415
2019-09-13,Internacional,39370,46631,239
2019-09-14,Cabotaje,47554,55903,392
2019-09-14,Internacional,41190,48466,240
2019-09-15,Cabotaje,45785,53113,379
2019-09-15,Internacional,41937,48398,245
2019-09-16,Cabotaje,46270,54276,397
2019-09-16,Internacional,38656,46010,234
2019-09-17,Cabotaje,44662,52491,377
2019-09-17,Internacional,36190,43816,223
2019-09-18,Cabotaje,44193,52868,376
2019-09-18,Internacional,35691,42461,220
2019-09-19,Cabotaje,47066,55564,404
2019-09-19,Internacional,37287,44819,230
2019-09-20,Cabotaje,46445,54722,394
2019-09-20,Internacional,38860,46403,234
2019-09-21,Cabotaje,46062,55071,393
2019-09-21,Internacional,40505,47866,236
2019-09-22,Cabotaje,43279,51245,373
2019-09-22,Internacional,42694,49387,248
2019-09-23,Cabotaje,46589,55649,405
2019-09-23,Internacional,38866,46252,230
2019-09-24,Cabotaje,43839,52119,372
2019-09-24,Internacional,35655,43473,217
2019-09-25,Cabotaje,45340,53554,380
2019-09-25,Internacional,33788,41462,213
2019-09-26,Cabotaje,46742,54677,393
2019-09-26,Internacional,37514,46395,239
2019-09-27,Cabotaje,45704,54162,397
2019-09-27,Internacional,38049,46205,233
2019-09-28,Cabotaje,44657,54231,387
2019-09-28,Internacional,38559,47503,236
2019-09-29,Cabotaje,41265,50727,367
2019-09-29,Internacional,38333,45976,235
2019-09-30,Cabotaje,36234,43500,313
2019-09-30,Internacional,33468,39919,202
2019-10-01,Cabotaje,47453,54118,388
2019-10-01,Internacional,35608,42477,215
2019-10-02,Cabotaje,46107,54892,400
2019-10-02,Internacional,33661,42405,217
2019-10-03,Cabotaje,45171,53050,384
2019-10-03,Internacional,36023,44863,229
2019-10-04,Cabotaje,47591,53357,387
2019-10-04,Internacional,37958,45563,229
2019-10-05,Cabotaje,31686,50712,370
2019-10-05,Internacional,36111,46476,231
2019-10-06,Cabotaje,34835,51382,363
2019-10-06,Internacional,38384,47295,236
2019-10-07,Cabotaje,45597,52083,387
2019-10-07,Internacional,38499,47329,238
2019-10-08,Cabotaje,44410,52017,377
2019-10-08,Internacional,33491,42131,213
2019-10-09,Cabotaje,44314,51855,377
2019-10-09,Internacional,32681,40659,207
2019-10-10,Cabotaje,47371,54239,396
2019-10-10,Internacional,38222,45589,232
2019-10-11,Cabotaje,45870,51249,373
2019-10-11,Internacional,37386,43109,219
2019-10-12,Cabotaje,30932,34909,252
2019-10-12,Internacional,37277,43148,207
2019-10-13,Cabotaje,47688,52759,378
2019-10-13,Internacional,45455,53074,263
2019-10-14,Cabotaje,49359,55575,401
2019-10-14,Internacional,41413,48418,241
2019-10-15,Cabotaje,47306,54904,390
2019-10-15,Internacional,35180,41314,209
2019-10-16,Cabotaje,46298,53725,378
2019-10-16,Internacional,32344,40663,210
2019-10-17,Cabotaje,46567,54205,386
2019-10-17,Internacional,34971,44274,227
2019-10-18,Cabotaje,47569,55953,400
2019-10-18,Internacional,37439,46874,235
2019-10-19,Cabotaje,44322,52997,375
2019-10-19,Internacional,36814,44828,221
2019-10-20,Cabotaje,41291,51960,369
2019-10-20,Internacional,35847,42483,211
2019-10-21,Cabotaje,45680,52578,385
2019-10-21,Internacional,34520,42331,210
2019-10-22,Cabotaje,43233,51987,367
2019-10-22,Internacional,25202,33364,173
2019-10-23,Cabotaje,43234,53624,383
2019-10-23,Internacional,31143,41393,213
2019-10-24,Cabotaje,43344,53936,391
2019-10-24,Internacional,32072,44797,224
2019-10-25,Cabotaje,42873,54452,390
2019-10-25,Internacional,32702,44702,222
2019-10-26,Cabotaje,40825,52874,378
2019-10-26,Internacional,35595,47271,230
2019-10-27,Cabotaje,39250,52698,370
2019-10-27,Internacional,35635,47201,237
2019-10-28,Cabotaje,41587,53618,386
2019-10-28,Internacional,35118,45678,226
2019-10-29,Cabotaje,39686,52208,371
2019-10-29,Internacional,28036,39215,200
2019-10-30,Cabotaje,40930,52758,376
2019-10-30,Internacional,31463,42331,213
2019-10-31,Cabotaje,44157,54053,387
2019-10-31,Internacional,34950,46237,234
2019-11-01,Cabotaje,44061,53983,394
2019-11-01,Internacional,33653,43165,215
2019-11-02,Cabotaje,40746,51288,373
2019-11-02,Internacional,35800,45740,221
2019-11-03,Cabotaje,43116,52054,367
2019-11-03,Internacional,36438,45640,229
2019-11-04,Cabotaje,43388,51501,380
2019-11-04,Internacional,35731,44846,224
2019-11-05,Cabotaje,41986,51069,376
2019-11-05,Internacional,27923,36541,189
2019-11-06,Cabotaje,41686,50629,374
2019-11-06,Internacional,29714,39183,205
2019-11-07,Cabotaje,44654,52998,380
2019-11-07,Internacional,32403,41972,215
2019-11-08,Cabotaje,45391,52893,381
2019-11-08,Internacional,32837,40600,209
2019-11-09,Cabotaje,43158,52191,370
2019-11-09,Internacional,36875,44826,215
2019-11-10,Cabotaje,43288,51840,364
2019-11-10,Internacional,37461,45160,232
2019-11-11,Cabotaje,45373,52887,387
2019-11-11,Internacional,37272,45594,230
2019-11-12,Cabotaje,34164,38867,263
2019-11-12,Internacional,28708,35714,178
2019-11-13,Cabotaje,48691,54140,390
2019-11-13,Internacional,30888,38162,198
2019-11-14,Cabotaje,48699,54372,387
2019-11-14,Internacional,35435,41975,218
2019-11-15,Cabotaje,47218,54088,393
2019-11-15,Internacional,37147,43684,220
2019-11-16,Cabotaje,45130,52623,374
2019-11-16,Internacional,38685,44508,217
2019-11-17,Cabotaje,42686,52218,371
2019-11-17,Internacional,38172,45256,228
2019-11-18,Cabotaje,46856,53881,386
2019-11-18,Internacional,38455,44627,225
2019-11-19,Cabotaje,46127,52264,383
2019-11-19,Internacional,29708,34479,180
2019-11-20,Cabotaje,43615,50871,377
2019-11-20,Internacional,32806,39699,202
2019-11-21,Cabotaje,46031,53657,381
2019-11-21,Internacional,35880,44016,222
2019-11-22,Cabotaje,43585,52297,378
2019-11-22,Internacional,35769,43584,219
2019-11-23,Cabotaje,41592,51212,371
2019-11-23,Internacional,35879,43486,209
2019-11-24,Cabotaje,41640,50681,368
2019-11-24,Internacional,38634,47423,236
2019-11-25,Cabotaje,44869,53727,395
2019-11-25,Internacional,36993,45467,225
2019-11-26,Cabotaje,45888,54657,388
2019-11-26,Internacional,30511,38134,196
2019-11-27,Cabotaje,44331,52460,377
2019-11-27,Internacional,31485,39292,200
2019-11-28,Cabotaje,46559,53871,383
2019-11-28,Internacional,31966,39926,201
2019-11-29,Cabotaje,45947,54742,392
2019-11-29,Internacional,32462,40831,203
2019-11-30,Cabotaje,44411,53811,385
2019-11-30,Internacional,36156,44314,211
2019-12-01,Cabotaje,44044,53243,383
2019-12-01,Internacional,38902,46647,234
2019-12-02,Cabotaje,45631,55166,405
2019-12-02,Internacional,36015,45303,230
2019-12-03,Cabotaje,44890,55101,392
2019-12-03,Internacional,31796,40733,208
2019-12-04,Cabotaje,43215,53791,389
2019-12-04,Internacional,33076,43110,217
2019-12-05,Cabotaje,44720,54700,391
2019-12-05,Internacional,32721,44105,224
2019-12-06,Cabotaje,41637,49194,358
2019-12-06,Internacional,34796,43136,214
2019-12-07,Cabotaje,44647,53408,380
2019-12-07,Internacional,37897,47192,233
2019-12-08,Cabotaje,41582,51409,372
2019-12-08,Internacional,38737,47341,240
2019-12-09,Cabotaje,44823,53577,393
2019-12-09,Internacional,34686,43113,219
2019-12-10,Cabotaje,44087,54467,387
2019-12-10,Internacional,30912,39189,200
2019-12-11,Cabotaje,43116,52725,380
2019-12-11,Internacional,31316,39051,200
2019-12-12,Cabotaje,45968,54790,397
2019-12-12,Internacional,33347,41687,216
2019-12-13,Cabotaje,43798,52497,384
2019-12-13,Internacional,36716,45227,231
2019-12-14,Cabotaje,44893,54924,399
2019-12-14,Internacional,38132,46159,225
2019-12-15,Cabotaje,44224,53509,380
2019-12-15,Internacional,39202,46468,233
2019-12-16,Cabotaje,45869,54620,396
2019-12-16,Internacional,36024,43502,223
2019-12-17,Cabotaje,45519,53729,382
2019-12-17,Internacional,34333,41443,210
2019-12-18,Cabotaje,43870,51846,381
2019-12-18,Internacional,35680,43076,218
2019-12-19,Cabotaje,46899,55920,398
2019-12-19,Internacional,40640,47735,238
2019-12-20,Cabotaje,43683,51108,381
2019-12-20,Internacional,40923,48816,244
2019-12-21,Cabotaje,45246,52300,372
2019-12-21,Internacional,42856,49407,246
2019-12-22,Cabotaje,41117,49941,362
2019-12-22,Internacional,41373,49150,247
2019-12-23,Cabotaje,43252,53452,395
2019-12-23,Internacional,38265,46488,235
2019-12-24,Cabotaje,33849,46575,324
2019-12-24,Internacional,31963,42414,210
2019-12-25,Cabotaje,36288,46625,344
2019-12-25,Internacional,29955,40097,206
2019-12-26,Cabotaje,43460,50525,369
2019-12-26,Internacional,34800,42373,213
2019-12-27,Cabotaje,46880,54911,407
2019-12-27,Internacional,42826,51731,256
2019-12-28,Cabotaje,44415,51332,369
2019-12-28,Internacional,42473,50248,249
2019-12-29,Cabotaje,42189,50208,362
2019-12-29,Internacional,40291,50310,259
2019-12-30,Cabotaje,42965,50710,371
2019-12-30,Internacional,38059,46491,231
2019-12-31,Cabotaje,37601,46515,333
2019-12-31,Internacional,30760,41382,210
2020-01-01,Cabotaje,37670,47385,335
2020-01-01,Internacional,30198,42871,219
2020-01-02,Cabotaje,45689,54831,392
2020-01-02,Internacional,38770,48337,243
2020-01-03,Cabotaje,42083,52354,384
2020-01-03,Internacional,40376,50525,256
2020-01-04,Cabotaje,45293,53418,382
2020-01-04,Internacional,43235,52724,264
2020-01-05,Cabotaje,43244,50783,366
2020-01-05,Internacional,42632,50701,257
2020-01-06,Cabotaje,45668,53986,395
2020-01-06,Internacional,42485,51768,261
2020-01-07,Cabotaje,44555,52361,378
2020-01-07,Internacional,37124,45959,231
2020-01-08,Cabotaje,43780,52332,374
2020-01-08,Internacional,37918,47101,236
2020-01-09,Cabotaje,46232,56534,400
2020-01-09,Internacional,37951,48311,242
2020-01-10,Cabotaje,43556,53318,392
2020-01-10,Internacional,39780,50583,254
2020-01-11,Cabotaje,44087,52078,369
2020-01-11,Internacional,42047,52344,257
2020-01-12,Cabotaje,42896,50931,369
2020-01-12,Internacional,43229,53432,277
2020-01-13,Cabotaje,44929,52969,396
2020-01-13,Internacional,39698,49154,241
2020-01-14,Cabotaje,45667,53445,379
2020-01-14,Internacional,37309,46323,232
2020-01-15,Cabotaje,41574,48472,357
2020-01-15,Internacional,38690,47141,235
2020-01-16,Cabotaje,48175,55545,401
2020-01-16,Internacional,40993,50295,251
2020-01-17,Cabotaje,45494,54498,394
2020-01-17,Internacional,41172,50081,251
2020-01-18,Cabotaje,43523,50789,374
2020-01-18,Internacional,42447,51401,255
2020-01-19,Cabotaje,43118,50891,368
2020-01-19,Internacional,43358,52628,268
2020-01-20,Cabotaje,44871,52742,390
2020-01-20,Internacional,39500,47905,238
2020-01-21,Cabotaje,44671,52390,381
2020-01-21,Internacional,34789,44417,226
2020-01-22,Cabotaje,45880,53961,389
2020-01-22,Internacional,36813,46057,228
2020-01-23,Cabotaje,46385,55955,399
2020-01-23,Internacional,38088,48149,243
2020-01-24,Cabotaje,43385,52711,383
2020-01-24,Internacional,38097,48436,243
2020-01-25,Cabotaje,43856,51989,367
2020-01-25,Internacional,41040,51924,258
2020-01-26,Cabotaje,41916,50407,365
2020-01-26,Internacional,41025,51228,263
2020-01-27,Cabotaje,44787,53492,391
2020-01-27,Internacional,40494,50480,252
2020-01-28,Cabotaje,43110,52361,378
2020-01-28,Internacional,32680,43367,224
2020-01-29,Cabotaje,43313,52242,372
2020-01-29,Internacional,36869,46420,231
2020-01-30,Cabotaje,45624,54959,392
2020-01-30,Internacional,39599,49359,245
2020-01-31,Cabotaje,43649,53086,397
2020-01-31,Internacional,41708,49923,252
2020-02-01,Cabotaje,44550,51863,364
2020-02-01,Internacional,42615,50087,251
2020-02-02,Cabotaje,41859,48960,353
2020-02-02,Internacional,43639,51398,263
2020-02-03,Cabotaje,43673,51509,379
2020-02-03,Internacional,38921,46826,235
2020-02-04,Cabotaje,44077,51985,369
2020-02-04,Internacional,32925,40905,210
2020-02-05,Cabotaje,41673,49801,362
2020-02-05,Internacional,36960,45609,228
2020-02-06,Cabotaje,44014,52947,378
2020-02-06,Internacional,36286,45650,230
2020-02-07,Cabotaje,40772,48630,359
2020-02-07,Internacional,38012,48387,245
2020-02-08,Cabotaje,43375,50908,368
2020-02-08,Internacional,40424,49769,252
2020-02-09,Cabotaje,42244,49948,353
2020-02-09,Internacional,44923,54085,275
2020-02-10,Cabotaje,44353,52292,375
2020-02-10,Internacional,39838,48644,243
2020-02-11,Cabotaje,43956,51991,367
2020-02-11,Internacional,33911,43570,220
2020-02-12,Cabotaje,42673,51039,360
2020-02-12,Internacional,35812,46224,226
2020-02-13,Cabotaje,44568,53186,374
2020-02-13,Internacional,34639,43538,222
2020-02-14,Cabotaje,43311,52304,374
2020-02-14,Internacional,40787,49568,253
2020-02-15,Cabotaje,43900,51553,361
2020-02-15,Internacional,41063,48281,246
2020-02-16,Cabotaje,42381,49323,361
2020-02-16,Internacional,41322,47604,247
2020-02-17,Cabotaje,45034,52853,388
2020-02-17,Internacional,45841,54156,267
2020-02-18,Cabotaje,45692,53593,381
2020-02-18,Internacional,34075,42224,213
2020-02-19,Cabotaje,44041,52364,372
2020-02-19,Internacional,36851,46829,241
2020-02-20,Cabotaje,46441,55158,381
2020-02-20,Internacional,38341,46818,236
2020-02-21,Cabotaje,45536,53464,385
2020-02-21,Internacional,40914,50018,255
2020-02-22,Cabotaje,44392,51827,363
2020-02-22,Internacional,42498,51749,259
2020-02-23,Cabotaje,40318,49909,353
2020-02-23,Internacional,38392,50237,253
2020-02-24,Cabotaje,40151,51336,373
2020-02-24,Internacional,39700,51269,253
2020-02-25,Cabotaje,44696,55051,384
2020-02-25,Internacional,35177,43383,226
2020-02-26,Cabotaje,42778,53224,377
2020-02-26,Internacional,36133,44551,227
2020-02-27,Cabotaje,42357,53926,376
2020-02-27,Internacional,36046,46784,234
2020-02-28,Cabotaje,41780,52914,375
2020-02-28,Internacional,38964,49612,255
2020-02-29,Cabotaje,42152,51014,360
2020-02-29,Internacional,41107,50684,254
2020-03-01,Cabotaje,41149,49675,354
2020-03-01,Internacional,44447,53789,275
2020-03-02,Cabotaje,40646,51572,382
2020-03-02,Internacional,38832,49313,246
2020-03-03,Cabotaje,40916,51674,354
2020-03-03,Internacional,31876,42101,217
2020-03-04,Cabotaje,37479,48450,345
2020-03-04,Internacional,35243,46459,236
2020-03-05,Cabotaje,41106,51217,355
2020-03-05,Internacional,35250,47131,244
2020-03-06,Cabotaje,41068,51594,369
2020-03-06,Internacional,35770,49352,246
2020-03-07,Cabotaje,38577,47866,340
2020-03-07,Internacional,35351,46162,236
2020-03-08,Cabotaje,39353,48588,350
2020-03-08,Internacional,37240,49409,249
2020-03-09,Cabotaje,40764,52055,377
2020-03-09,Internacional,36022,48354,246
2020-03-10,Cabotaje,37596,48119,340
2020-03-10,Internacional,30857,44300,227
2020-03-11,Cabotaje,36546,47784,352
2020-03-11,Internacional,30389,45095,228
2020-03-12,Cabotaje,38895,49739,359
2020-03-12,Internacional,30875,45592,232
2020-03-13,Cabotaje,36910,51066,369
2020-03-13,Internacional,32230,49206,244
2020-03-14,Cabotaje,33222,46636,338
2020-03-14,Internacional,30926,44192,226
2020-03-15,Cabotaje,30705,44694,323
2020-03-15,Internacional,35003,47130,236
2020-03-16,Cabotaje,26959,47657,345
2020-03-16,Internacional,28158,41477,211
2020-03-17,Cabotaje,23437,45426,318
2020-03-17,Internacional,16588,25790,147
2020-03-18,Cabotaje,20684,38139,268
2020-03-18,Internacional,13319,24018,130
2020-03-19,Cabotaje,21736,40703,281
2020-03-19,Internacional,13658,23199,123
2020-03-20,Cabotaje,1353,3879,35
2020-03-20,Internacional,11771,20415,103
2020-03-21,Cabotaje,1254,2666,19
2020-03-21,Internacional,10658,18423,93
2020-03-22,Cabotaje,1413,2326,19
2020-03-22,Internacional,6497,11507,56
2020-03-23,Cabotaje,1291,2128,17
